country,university,course,degree_level,website,ielts_min,sat_required,sat_min,country_flag,university_logo
Canada,Acadia University,"Arts, Science, Business","Bachelor’s, Master’s",https://www.acadiau.ca,6.5,1,1000,https://flagcdn.com/w80/ca.png,https://www.google.com/s2/favicons?sz=128&domain=acadiau.ca
Canada,University of Lethbridge,"Arts, Science, Education","Bachelor’s, Master’s",https://www.uleth.ca,6.5,1,1000,https://flagcdn.com/w80/ca.png,https://www.google.com/s2/favicons?sz=128&domain=uleth.ca
Canada,Trent University,"Environmental Science, Arts, Business","Bachelor’s, Master’s",https://www.trentu.ca,6.5,1,1000,https://flagcdn.com/w80/ca.png,https://www.google.com/s2/favicons?sz=128&domain=trentu.ca
Canada,Mount Royal University,"Business, Health, Arts","Bachelor’s, Master’s",https://www.mtroyal.ca,6.5,1,1000,https://flagcdn.com/w80/ca.png,https://www.google.com/s2/favicons?sz=128&domain=mtroyal.ca
Canada,University of Winnipeg,"Arts, Science, Business","Bachelor’s, Master’s",https://www.uwinnipeg.ca,6.5,1,1000,https://flagcdn.com/w80/ca.png,https://www.google.com/s2/favicons?sz=128&domain=uwinnipeg.ca
Canada,Bishop’s University,"Arts, Business, Science","Bachelor’s, Master’s",https://www.ubishops.ca,6.5,1,1000,https://flagcdn.com/w80/ca.png,https://www.google.com/s2/favicons?sz=128&domain=ubishops.ca
Canada,University of Prince Edward Island,"Business, Arts, Science","Bachelor’s, Master’s",https://www.upei.ca,6.5,1,1000,https://flagcdn.com/w80/ca.png,https://www.google.com/s2/favicons?sz=128&domain=upei.ca
Canada,Royal Roads University,"Business, Environment, Tourism","Bachelor’s, Master’s",https://www.royalroads.ca,6.5,1,1000,https://flagcdn.com/w80/ca.png,https://www.google.com/s2/favicons?sz=128&domain=royalroads.ca
Canada,University of Northern British Columbia,"Environmental Science, Business","Bachelor’s, Master’s",https://www.unbc.ca,6.5,1,1000,https://flagcdn.com/w80/ca.png,https://www.google.com/s2/favicons?sz=128&domain=unbc.ca
Canada,Cape Breton University,"Business, Arts, IT","Bachelor’s, Master’s",https://www.cbu.ca,6.5,1,1000,https://flagcdn.com/w80/ca.png,https://www.google.com/s2/favicons?sz=128&domain=cbu.ca
Canada,University of New Brunswick,"Engineering, Arts, Science","Bachelor’s, Master’s, PhD",https://www.unb.ca,6.5,1,1000,https://flagcdn.com/w80/ca.png,https://www.google.com/s2/favicons?sz=128&domain=unb.ca
Canada,Laurentian University,"Mining, Science, Arts","Bachelor’s, Master’s, PhD",https://www.laurentian.ca,6.5,1,1000,https://flagcdn.com/w80/ca.png,https://www.google.com/s2/favicons?sz=128&domain=laurentian.ca
Canada,University of Saskatchewan,"Agriculture, Engineering, Medicine","Bachelor’s, Master’s, PhD",https://www.usask.ca,6.5,1,1000,https://flagcdn.com/w80/ca.png,https://www.google.com/s2/favicons?sz=128&domain=usask.ca
Canada,University of Guelph,"Agriculture, Veterinary, Business","Bachelor’s, Master’s, PhD",https://www.uoguelph.ca,6.5,1,1000,https://flagcdn.com/w80/ca.png,https://www.google.com/s2/favicons?sz=128&domain=uoguelph.ca
Canada,Wilfrid Laurier University,"Business, Arts, IT","Bachelor’s, Master’s",https://www.wlu.ca,6.5,1,1000,https://flagcdn.com/w80/ca.png,https://www.google.com/s2/favicons?sz=128&domain=wlu.ca
Canada,Ryerson University (Toronto Metropolitan University),"Engineering, Business, IT","Bachelor’s, Master’s",https://www.torontomu.ca,6.5,1,1000,https://flagcdn.com/w80/ca.png,https://www.google.com/s2/favicons?sz=128&domain=torontomu.ca
Canada,University of Ontario Institute of Technology (Ontario Tech),"Engineering, IT, Business","Bachelor’s, Master’s",https://ontariotechu.ca,6.5,1,1000,https://flagcdn.com/w80/ca.png,https://www.google.com/s2/favicons?sz=128&domain=ontariotechu.ca
Canada,Trent University,"Arts, Environmental Science, Business","Bachelor’s, Master’s",https://www.trentu.ca,6.5,1,1000,https://flagcdn.com/w80/ca.png,https://www.google.com/s2/favicons?sz=128&domain=trentu.ca
Canada,University of Calgary,"Engineering, Business, Medicine","Bachelor’s, Master’s, PhD",https://www.ucalgary.ca,6.5,1,1000,https://flagcdn.com/w80/ca.png,https://www.google.com/s2/favicons?sz=128&domain=ucalgary.ca
Canada,University of Quebec (UQAM),"Arts, Business, Science","Bachelor’s, Master’s, PhD",https://uqam.ca,6.5,0,0,https://flagcdn.com/w80/ca.png,https://www.google.com/s2/favicons?sz=128&domain=uqam.ca
Canada,Bishop’s University,"Arts, Business, Science","Bachelor’s, Master’s",https://www.ubishops.ca,6.5,1,1000,https://flagcdn.com/w80/ca.png,https://www.google.com/s2/favicons?sz=128&domain=ubishops.ca
Canada,Université Laval,"Engineering, Business, Health","Bachelor’s, Master’s, PhD",https://www.ulaval.ca,6.5,0,0,https://flagcdn.com/w80/ca.png,https://www.google.com/s2/favicons?sz=128&domain=ulaval.ca
Canada,Mount Saint Vincent University,"Arts, Business, Education","Bachelor’s, Master’s",https://www.msvu.ca,6.5,1,1000,https://flagcdn.com/w80/ca.png,https://www.google.com/s2/favicons?sz=128&domain=msvu.ca
Canada,Kwantlen Polytechnic University,"Business, Arts, IT","Bachelor’s, Master’s",https://www.kpu.ca,6.5,1,1000,https://flagcdn.com/w80/ca.png,https://www.google.com/s2/favicons?sz=128&domain=kpu.ca
UK,University of Oxford,"Law, Medicine, Business, Sciences","Bachelor’s, Master’s, PhD",https://www.ox.ac.uk,7,1,1350,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=ox.ac.uk
UK,University of Cambridge,"Engineering, Sciences, Arts","Bachelor’s, Master’s, PhD",https://www.cam.ac.uk,7,1,1350,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=cam.ac.uk
UK,Imperial College London,"Engineering, Med, Business","Bachelor’s, Master’s, PhD",https://www.imperial.ac.uk,6.5,1,1300,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=imperial.ac.uk
UK,University College London (UCL),"Arts, Science, Engineering","Bachelor’s, Master’s, PhD",https://www.ucl.ac.uk,6.5,1,1300,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=ucl.ac.uk
UK,London School of Economics and Political Science (LSE),"Economics, Social Sciences","Bachelor’s, Master’s, PhD",https://www.lse.ac.uk,7,1,1300,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=lse.ac.uk
UK,University of Edinburgh,"Medicine, Law, Arts, Science","Bachelor’s, Master’s, PhD",https://www.ed.ac.uk,6.5,1,1250,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=ed.ac.uk
UK,King’s College London,"Law, Medicine, Business","Bachelor’s, Master’s, PhD",https://www.kcl.ac.uk,7,1,1300,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=kcl.ac.uk
UK,University of Manchester,"Engineering, Business, Humanities","Bachelor’s, Master’s, PhD",https://www.manchester.ac.uk,6,1,1200,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=manchester.ac.uk
UK,University of Bristol,"Engineering, Law, Life Sciences","Bachelor’s, Master’s, PhD",https://www.bristol.ac.uk,6,1,1200,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=bristol.ac.uk
UK,University of Warwick,"Business, Maths, Arts","Bachelor’s, Master’s, PhD",https://warwick.ac.uk,6,1,1200,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=warwick.ac.uk
UK,University of Glasgow,"Medicine, Engineering, Arts","Bachelor’s, Master’s, PhD",https://www.gla.ac.uk,6.5,1,1200,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=gla.ac.uk
UK,University of Leeds,"Business, Engineering, Health","Bachelor’s, Master’s, PhD",https://www.leeds.ac.uk,6,1,1150,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=leeds.ac.uk
UK,Durham University,"Law, Business, Sciences","Bachelor’s, Master’s, PhD",https://www.dur.ac.uk,6.5,1,1200,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=dur.ac.uk
UK,University of Southampton,"Engineering, Computer Science","Bachelor’s, Master’s, PhD",https://www.southampton.ac.uk,6.5,1,1150,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=southampton.ac.uk
UK,University of Birmingham,"Business, Law, Medicine","Bachelor’s, Master’s, PhD",https://www.birmingham.ac.uk,6,1,1150,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=birmingham.ac.uk
UK,Queen Mary University of London,"Law, Medicine, Business","Bachelor’s, Master’s, PhD",https://www.qmul.ac.uk,6,1,1100,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=qmul.ac.uk
UK,University of Nottingham,"Engineering, Business","Bachelor’s, Master’s, PhD",https://www.nottingham.ac.uk,6.5,1,1150,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=nottingham.ac.uk
UK,Newcastle University,"Medicine, Engineering, Business","Bachelor’s, Master’s, PhD",https://www.ncl.ac.uk,6.5,1,1150,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=ncl.ac.uk
UK,University of Sheffield,"Engineering, Health, Arts","Bachelor’s, Master’s, PhD",https://www.sheffield.ac.uk,6,1,1100,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=sheffield.ac.uk
UK,University of Exeter,"Business, Law, Humanities","Bachelor’s, Master’s, PhD",https://www.exeter.ac.uk,6.5,1,1100,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=exeter.ac.uk
UK,University of York,"Social Sciences, Sciences","Bachelor’s, Master’s, PhD",https://www.york.ac.uk,6.5,1,1100,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=york.ac.uk
UK,Cardiff University,"Business, Engineering","Bachelor’s, Master’s, PhD",https://www.cardiff.ac.uk,6,1,1100,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=cardiff.ac.uk
UK,University of Bath,"Engineering, Business","Bachelor’s, Master’s, PhD",https://www.bath.ac.uk,6.5,1,1150,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=bath.ac.uk
UK,Loughborough University,"Sports Science, Engineering","Bachelor’s, Master’s, PhD",https://www.lboro.ac.uk,6.5,1,1100,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=lboro.ac.uk
UK,University of Liverpool,"Medicine, Business","Bachelor’s, Master’s, PhD",https://www.liverpool.ac.uk,6,1,1100,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=liverpool.ac.uk
UK,University of Glasgow,"Law, Medicine, Arts","Bachelor’s, Master’s, PhD",https://www.gla.ac.uk,6.5,1,1200,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=gla.ac.uk
UK,Queen’s University Belfast,"Engineering, Business, Arts","Bachelor’s, Master’s, PhD",https://www.qub.ac.uk,6,1,1100,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=qub.ac.uk
UK,University of Leicester,"Medicine, Arts, Sciences","Bachelor’s, Master’s, PhD",https://le.ac.uk,6,1,1100,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=le.ac.uk
UK,University of Surrey,"Engineering, Business","Bachelor’s, Master’s, PhD",https://www.surrey.ac.uk,6,1,1100,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=surrey.ac.uk
UK,University of Strathclyde,"Engineering, Business","Bachelor’s, Master’s, PhD",https://www.strath.ac.uk,6,1,1100,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=strath.ac.uk
UK,Aston University,"Business, Engineering","Bachelor’s, Master’s, PhD",https://www.aston.ac.uk,6,1,1100,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=aston.ac.uk
UK,University of Kent,"Social Sciences, Arts","Bachelor’s, Master’s, PhD",https://www.kent.ac.uk,6,1,1100,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=kent.ac.uk
UK,Bangor University,"Marine Science, Arts","Bachelor’s, Master’s",https://www.bangor.ac.uk,6,1,1050,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=bangor.ac.uk
UK,University of Hull,"Business, Law, Health","Bachelor’s, Master’s",https://www.hull.ac.uk,6,1,1050,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=hull.ac.uk
UK,Cardiff Metropolitan University,"Business, Design","Bachelor’s, Master’s",https://www.cardiffmet.ac.uk,6,1,1050,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=cardiffmet.ac.uk
UK,University of Brighton,"Arts, Health, Business","Bachelor’s, Master’s",https://www.brighton.ac.uk,6,1,1050,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=brighton.ac.uk
UK,Coventry University,"Engineering, Business","Bachelor’s, Master’s",https://www.coventry.ac.uk,6,1,1050,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=coventry.ac.uk
UK,Leeds Beckett University,"Business, Sport, Arts","Bachelor’s, Master’s",https://www.leedsbeckett.ac.uk,6,1,1050,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=leedsbeckett.ac.uk
UK,University of West England (UWE),"Business, IT, Health","Bachelor’s, Master’s",https://www.uwe.ac.uk,6,1,1050,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=uwe.ac.uk
UK,Sheffield Hallam University,"Business, Engineering","Bachelor’s, Master’s",https://www.shu.ac.uk,6,1,1050,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=shu.ac.uk
UK,Anglia Ruskin University,"Business, Health, IT","Bachelor’s, Master’s",https://www.aru.ac.uk,6,1,1050,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=aru.ac.uk
UK,University of Salford,"Engineering, Media, Business","Bachelor’s, Master’s",https://www.salford.ac.uk,6,1,1050,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=salford.ac.uk
UK,University of Sunderland,"Business, IT, Health","Bachelor’s, Master’s",https://www.sunderland.ac.uk,6,1,1050,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=sunderland.ac.uk
UK,London South Bank University,"Engineering, Business, Law","Bachelor’s, Master’s",https://www.lsbu.ac.uk,6,1,1050,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=lsbu.ac.uk
UK,Middlesex University,"Business, Arts, IT","Bachelor’s, Master’s",https://www.mdx.ac.uk,6,1,1050,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=mdx.ac.uk
UK,University of Chichester,"Sports Science, Education, Arts","Bachelor’s, Master’s",https://www.chi.ac.uk,6,1,1000,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=chi.ac.uk
UK,Kingston University,"Engineering, Business, Art","Bachelor’s, Master’s",https://www.kingston.ac.uk,6,1,1050,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=kingston.ac.uk
UK,Edinburgh Napier University,"Business, Art, IT","Bachelor’s, Master’s",https://www.napier.ac.uk,6,1,1000,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=napier.ac.uk
UK,University for the Creative Arts,"Design, Arts, Media","Bachelor’s, Master’s",https://www.uca.ac.uk,6,1,1000,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=uca.ac.uk
UK,Buckinghamshire New University,"Business, Health, IT","Bachelor’s, Master’s",https://www.bucks.ac.uk,6,1,1000,https://flagcdn.com/w80/gb.png,https://www.google.com/s2/favicons?sz=128&domain=bucks.ac.uk
New Zealand,University of Auckland,"Engineering, Business, Medicine, Law","Bachelor’s, Master’s, PhD",https://www.auckland.ac.nz,6,1,1100,https://flagcdn.com/w80/nz.png,https://www.google.com/s2/favicons?sz=128&domain=auckland.ac.nz
New Zealand,University of Otago,"Medicine, Health Sciences, Business","Bachelor’s, Master’s, PhD",https://www.otago.ac.nz,6,1,1050,https://flagcdn.com/w80/nz.png,https://www.google.com/s2/favicons?sz=128&domain=otago.ac.nz
New Zealand,Victoria University of Wellington,"Law, Humanities, Science","Bachelor’s, Master’s, PhD",https://www.wgtn.ac.nz,6,1,1050,https://flagcdn.com/w80/nz.png,https://www.google.com/s2/favicons?sz=128&domain=wgtn.ac.nz
New Zealand,University of Canterbury,"Engineering, Science, Education","Bachelor’s, Master’s, PhD",https://www.canterbury.ac.nz,6,1,1050,https://flagcdn.com/w80/nz.png,https://www.google.com/s2/favicons?sz=128&domain=canterbury.ac.nz
New Zealand,Massey University,"Business, Aviation, Agriculture","Bachelor’s, Master’s, PhD",https://www.massey.ac.nz,6,1,1000,https://flagcdn.com/w80/nz.png,https://www.google.com/s2/favicons?sz=128&domain=massey.ac.nz
New Zealand,Lincoln University,"Agriculture, Environmental Science","Bachelor’s, Master’s, PhD",https://www.lincoln.ac.nz,6,1,1000,https://flagcdn.com/w80/nz.png,https://www.google.com/s2/favicons?sz=128&domain=lincoln.ac.nz
New Zealand,Auckland University of Technology (AUT),"IT, Business, Health","Bachelor’s, Master’s, PhD",https://www.aut.ac.nz,6,1,1000,https://flagcdn.com/w80/nz.png,https://www.google.com/s2/favicons?sz=128&domain=aut.ac.nz
New Zealand,University of Waikato,"Business, Computer Science, Education","Bachelor’s, Master’s, PhD",https://www.waikato.ac.nz,6,1,1000,https://flagcdn.com/w80/nz.png,https://www.google.com/s2/favicons?sz=128&domain=waikato.ac.nz
New Zealand,Unitec Institute of Technology,"IT, Engineering, Business","Diploma, Bachelor’s, Master’s",https://www.unitec.ac.nz,6,0,0,https://flagcdn.com/w80/nz.png,https://www.google.com/s2/favicons?sz=128&domain=unitec.ac.nz
New Zealand,Eastern Institute of Technology (EIT),"Business, Nursing, IT","Diploma, Bachelor’s",https://www.eit.ac.nz,6,0,0,https://flagcdn.com/w80/nz.png,https://www.google.com/s2/favicons?sz=128&domain=eit.ac.nz
Ireland,Trinity College Dublin,"Medicine, Business, Engineering","Bachelor’s, Master’s, PhD",https://www.tcd.ie,6.5,1,1200,https://flagcdn.com/w80/ie.png,https://www.google.com/s2/favicons?sz=128&domain=tcd.ie
Ireland,University College Dublin,"Business, Law, Engineering","Bachelor’s, Master’s, PhD",https://www.ucd.ie,6.5,1,1150,https://flagcdn.com/w80/ie.png,https://www.google.com/s2/favicons?sz=128&domain=ucd.ie
Ireland,University College Cork,"Medicine, Science, Arts","Bachelor’s, Master’s, PhD",https://www.ucc.ie,6.5,1,1100,https://flagcdn.com/w80/ie.png,https://www.google.com/s2/favicons?sz=128&domain=ucc.ie
Ireland,University of Galway,"Arts, Science, Business","Bachelor’s, Master’s, PhD",https://www.universityofgalway.ie,6.5,1,1100,https://flagcdn.com/w80/ie.png,https://www.google.com/s2/favicons?sz=128&domain=universityofgalway.ie
Ireland,Dublin City University,"Business, Engineering, IT","Bachelor’s, Master’s, PhD",https://www.dcu.ie,6.5,1,1100,https://flagcdn.com/w80/ie.png,https://www.google.com/s2/favicons?sz=128&domain=dcu.ie
Ireland,University of Limerick,"Engineering, Business","Bachelor’s, Master’s, PhD",https://www.ul.ie,6.5,1,1100,https://flagcdn.com/w80/ie.png,https://www.google.com/s2/favicons?sz=128&domain=ul.ie
Ireland,Maynooth University,"Humanities, Science","Bachelor’s, Master’s, PhD",https://www.maynoothuniversity.ie,6.5,1,1100,https://flagcdn.com/w80/ie.png,https://www.google.com/s2/favicons?sz=128&domain=maynoothuniversity.ie
Ireland,Technological University Dublin,"Engineering, IT, Business","Bachelor’s, Master’s",https://www.tudublin.ie,6,1,1050,https://flagcdn.com/w80/ie.png,https://www.google.com/s2/favicons?sz=128&domain=tudublin.ie
Ireland,Atlantic Technological University,"Business, IT, Science","Bachelor’s, Master’s",https://www.atu.ie,6,1,1000,https://flagcdn.com/w80/ie.png,https://www.google.com/s2/favicons?sz=128&domain=atu.ie
Ireland,South East Technological University,"Engineering, Business","Bachelor’s, Master’s",https://www.setu.ie,6,1,1000,https://flagcdn.com/w80/ie.png,https://www.google.com/s2/favicons?sz=128&domain=setu.ie
Germany,Technical University of Munich,"Engineering, IT, Science","Bachelor’s, Master’s, PhD",https://www.tum.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=tum.de
Germany,LMU Munich,"Medicine, Humanities, Science","Bachelor’s, Master’s, PhD",https://www.lmu.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=lmu.de
Germany,Heidelberg University,"Medicine, Science","Bachelor’s, Master’s, PhD",https://www.uni-heidelberg.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=uni-heidelberg.de
Germany,RWTH Aachen University,"Engineering, IT","Bachelor’s, Master’s, PhD",https://www.rwth-aachen.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=rwth-aachen.de
Germany,University of Freiburg,"Medicine, Science","Bachelor’s, Master’s, PhD",https://www.uni-freiburg.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=uni-freiburg.de
Germany,University of Bonn,"Science, Economics","Bachelor’s, Master’s, PhD",https://www.uni-bonn.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=uni-bonn.de
Germany,University of Hamburg,"Science, Business","Bachelor’s, Master’s, PhD",https://www.uni-hamburg.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=uni-hamburg.de
Germany,Karlsruhe Institute of Technology,"Engineering, IT","Bachelor’s, Master’s, PhD",https://www.kit.edu,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=kit.edu
Germany,TU Berlin,"Engineering, Architecture","Bachelor’s, Master’s, PhD",https://www.tu.berlin,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=tu.berlin
Germany,University of Cologne,"Business, Economics","Bachelor’s, Master’s, PhD",https://www.uni-koeln.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=uni-koeln.de
Germany,University of Stuttgart,"Engineering, Automotive, Aerospace","Bachelor’s, Master’s, PhD",https://www.uni-stuttgart.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=uni-stuttgart.de
Germany,University of Mannheim,"Business, Economics, Data Science","Bachelor’s, Master’s, PhD",https://www.uni-mannheim.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=uni-mannheim.de
Germany,TU Dresden,"Engineering, IT, Science","Bachelor’s, Master’s, PhD",https://tu-dresden.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=tu-dresden.de
Germany,Goethe University Frankfurt,"Business, Law, Economics","Bachelor’s, Master’s, PhD",https://www.uni-frankfurt.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=uni-frankfurt.de
Germany,University of Tübingen,"Medicine, Science, Humanities","Bachelor’s, Master’s, PhD",https://www.uni-tuebingen.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=uni-tuebingen.de
Germany,University of Göttingen,"Science, Mathematics, Physics","Bachelor’s, Master’s, PhD",https://www.uni-goettingen.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=uni-goettingen.de
Germany,FAU Erlangen-Nürnberg,"Engineering, Business, AI","Bachelor’s, Master’s, PhD",https://www.fau.eu,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=fau.eu
Germany,University of Münster,"Humanities, Science, Law","Bachelor’s, Master’s, PhD",https://www.uni-muenster.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=uni-muenster.de
Germany,University of Würzburg,"Medicine, Biology, Physics","Bachelor’s, Master’s, PhD",https://www.uni-wuerzburg.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=uni-wuerzburg.de
Germany,University of Bremen,"Engineering, Marine Science","Bachelor’s, Master’s, PhD",https://www.uni-bremen.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=uni-bremen.de
Germany,University of Leipzig,"Science, Medicine, Humanities","Bachelor’s, Master’s, PhD",https://www.uni-leipzig.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=uni-leipzig.de
Germany,University of Potsdam,"IT, Science, Public Policy","Bachelor’s, Master’s, PhD",https://www.uni-potsdam.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=uni-potsdam.de
Germany,Saarland University,"Computer Science, AI, Engineering","Bachelor’s, Master’s, PhD",https://www.uni-saarland.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=uni-saarland.de
Germany,University of Hohenheim,"Agriculture, Food Science","Bachelor’s, Master’s, PhD",https://www.uni-hohenheim.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=uni-hohenheim.de
Germany,University of Bayreuth,"Business, Environmental Science","Bachelor’s, Master’s, PhD",https://www.uni-bayreuth.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=uni-bayreuth.de
Germany,University of Siegen,"Engineering, IT","Bachelor’s, Master’s",https://www.uni-siegen.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=uni-siegen.de
Germany,University of Kassel,"Engineering, Sustainability","Bachelor’s, Master’s",https://www.uni-kassel.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=uni-kassel.de
Germany,University of Duisburg-Essen,"Engineering, Business","Bachelor’s, Master’s, PhD",https://www.uni-due.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=uni-due.de
Germany,University of Regensburg,"Science, Law","Bachelor’s, Master’s, PhD",https://www.uni-regensburg.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=uni-regensburg.de
Germany,University of Konstanz,"Science, Politics, Economics","Bachelor’s, Master’s, PhD",https://www.uni-konstanz.de,6.5,0,0,https://flagcdn.com/w80/de.png,https://www.google.com/s2/favicons?sz=128&domain=uni-konstanz.de
Japan,The University of Tokyo,Engineering; Sciences; Economics; Law,Bachelor's / Master's / PhD,https://www.u-tokyo.ac.jp,6.5,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=u-tokyo.ac.jp
